value,serveur_id,diff,rolling_std,anomaly
1.86,53ea38,0.026000000000000023,0.07527815088057989,0
1.7719999999999998,53ea38,-0.0880000000000003,0.04131343607108019,0
1.96,53ea38,0.18800000000000017,0.07893541663916973,0
1.838,53ea38,-0.12199999999999989,0.06827298147876187,0
1.764,53ea38,-0.07400000000000007,0.07936749964563149,0
1.8,53ea38,0.03600000000000003,0.07989493100315735,0
1.866,53ea38,0.06600000000000006,0.0746645833042637,0
1.832,53ea38,-0.03400000000000003,0.03911521443120624,0
1.96,53ea38,0.1279999999999999,0.07486521221501569,0
1.806,53ea38,-0.15399999999999991,0.0653391153903951,0
1.732,53ea38,-0.07400000000000007,0.08360143539437176,0
1.8,53ea38,0.06800000000000006,0.08352245207127998,0
1.8,53ea38,0.0,0.08417125400039634,0
1.86,53ea38,0.06000000000000005,0.04544007042247151,0
1.872,53ea38,0.01200000000000001,0.056099910873362524,0
1.826,53ea38,-0.04600000000000004,0.033418557718717906,0
1.808,53ea38,-0.018000000000000016,0.03167333263171534,0
1.7280000000000002,53ea38,-0.07999999999999985,0.05687881855312418,0
1.874,53ea38,0.1459999999999999,0.059689195002104324,0
1.766,53ea38,-0.1080000000000001,0.05602499442212515,0
2.0,53ea38,0.23399999999999999,0.1068700145035982,0
1.7619999999999998,53ea38,-0.2380000000000002,0.11166915420114572,0
1.806,53ea38,0.04400000000000026,0.09932169954244308,0
1.76,53ea38,-0.04600000000000004,0.10303979813644454,0
1.838,53ea38,0.07800000000000007,0.0987582907912004,0
1.766,53ea38,-0.07200000000000006,0.03447897910320287,0
2.094,53ea38,0.32799999999999985,0.13850342956042416,0
1.732,53ea38,-0.3619999999999999,0.14835767590522345,0
1.806,53ea38,0.07400000000000007,0.14366349571133008,0
1.794,53ea38,-0.01200000000000001,0.14570106382590114,0
1.838,53ea38,0.04400000000000004,0.1402112691619307,0
1.794,53ea38,-0.04400000000000004,0.03846036921298505,0
2.002,53ea38,0.20799999999999974,0.08860699746633653,0
1.766,53ea38,-0.23599999999999977,0.09480084387809705,0
1.83,53ea38,0.06400000000000006,0.09186947262284337,0
1.794,53ea38,-0.03600000000000003,0.09488519378701461,0
1.866,53ea38,0.07200000000000006,0.09211297411331043,0
1.834,53ea38,-0.03200000000000003,0.03867815921161742,0
2.146,53ea38,0.31199999999999983,0.1431642413453849,0
1.794,53ea38,-0.35199999999999987,0.1480108104159949,0
1.806,53ea38,0.01200000000000001,0.14621627816354646,0
1.8,53ea38,-0.006000000000000005,0.15171025014810147,0
1.866,53ea38,0.06600000000000006,0.15016257856070384,0
1.828,53ea38,-0.038000000000000034,0.029346209295226307,0
1.996,53ea38,0.16799999999999993,0.08072917688171626,0
1.704,53ea38,-0.29200000000000004,0.10635412544889516,0
1.794,53ea38,0.09000000000000008,0.10693362427225275,0
1.832,53ea38,0.038000000000000034,0.10575065011620158,0
1.736,53ea38,-0.09600000000000009,0.11403858995971143,0
1.826,53ea38,0.09000000000000008,0.05638084781199224,0
1.972,53ea38,0.1459999999999999,0.08702873088813425,0
1.894,53ea38,-0.07800000000000007,0.0876013698522996,0
1.704,53ea38,-0.18999999999999995,0.11059294733390218,0
1.826,53ea38,0.12200000000000011,0.0989080380959978,0
1.866,53ea38,0.040000000000000036,0.09866509007749089,0
1.806,53ea38,-0.06000000000000005,0.07293284582408142,0
1.932,53ea38,0.1259999999999999,0.08384032442684883,0
1.828,53ea38,-0.10399999999999987,0.04990791520389698,0
1.766,53ea38,-0.062000000000000055,0.06307772982597991,0
1.806,53ea38,0.040000000000000036,0.06250439984512494,0
1.794,53ea38,-0.01200000000000001,0.06375892094443916,0
1.804,53ea38,0.010000000000000009,0.022512218904388728,0
1.962,53ea38,0.15799999999999992,0.0774648307298173,0
1.794,53ea38,-0.16799999999999993,0.07288346863314941,0
1.734,53ea38,-0.06000000000000005,0.08535103982963071,0
1.8,53ea38,0.06600000000000006,0.08497764411890468,0
1.8,53ea38,0.0,0.08517041739946571,0
1.828,53ea38,0.028000000000000025,0.03460057802984076,0
1.904,53ea38,0.07599999999999985,0.06141009688967429,0
1.8,53ea38,-0.10399999999999987,0.04504220243282112,0
1.732,53ea38,-0.06800000000000006,0.062058037352136615,0
1.766,53ea38,0.03400000000000003,0.06557438524301358,0
1.826,53ea38,0.06000000000000005,0.06541253702463433,0
1.7380000000000002,53ea38,-0.08799999999999986,0.04028399185779676,0
2.0,53ea38,0.2619999999999998,0.1112780301766668,0
1.734,53ea38,-0.266,0.11091979084004427,0
1.8,53ea38,0.06600000000000006,0.1083457428789853,0
1.732,53ea38,-0.06800000000000006,0.11491388079774839,0
1.894,53ea38,0.16199999999999992,0.114778046681407,0
1.862,53ea38,-0.031999999999999806,0.07342206752740721,0
1.904,53ea38,0.041999999999999815,0.07201944181954797,0
1.766,53ea38,-0.1379999999999999,0.07791533866960491,0
1.83,53ea38,0.06400000000000006,0.05577813191564682,0
1.766,53ea38,-0.06400000000000006,0.06040529778090006,0
1.832,53ea38,0.06600000000000006,0.057295724098742194,0
1.766,53ea38,-0.06600000000000006,0.03560898762951694,0
2.0,53ea38,0.23399999999999999,0.09579770352153164,0
1.794,53ea38,-0.20599999999999996,0.09795304997803408,0
1.804,53ea38,0.010000000000000009,0.09293653748660576,0
1.8,53ea38,-0.0040000000000000036,0.09464248517446723,0
1.894,53ea38,0.09399999999999986,0.08921210680170795,0
1.8,53ea38,-0.09399999999999986,0.04241226237775105,0
2.032,53ea38,0.23199999999999998,0.10111379727811332,0
1.7380000000000002,53ea38,-0.2939999999999998,0.11463507316698207,0
1.826,53ea38,0.08799999999999986,0.11220516922138371,0
1.736,53ea38,-0.09000000000000008,0.12140345958826396,0
1.86,53ea38,0.12400000000000011,0.12110656464452821,0
1.706,53ea38,-0.15400000000000014,0.06606966020798831,0
1.994,53ea38,0.28800000000000003,0.113871857805163,0
1.8,53ea38,-0.19399999999999995,0.11437307375426806,0
1.702,53ea38,-0.09800000000000009,0.12135402753925895,0
1.834,53ea38,0.13200000000000012,0.11934487839869458,0
1.794,53ea38,-0.040000000000000036,0.10648567978840753,0
1.7719999999999998,53ea38,-0.02200000000000024,0.04914061456676228,0
1.964,53ea38,0.19200000000000017,0.09695978547830651,0
1.796,53ea38,-0.16799999999999993,0.07708436936240246,0
1.806,53ea38,0.010000000000000009,0.07791533866960514,0
1.798,53ea38,-0.008000000000000007,0.07751902992168612,0
1.8,53ea38,0.0020000000000000018,0.07343840956883045,0
1.766,53ea38,-0.03400000000000003,0.015658863304822503,0
2.06,53ea38,0.29400000000000004,0.1206399602121923,0
1.766,53ea38,-0.29400000000000004,0.12519584657647118,0
1.7380000000000002,53ea38,-0.027999999999999803,0.132642376335767,0
1.798,53ea38,0.05999999999999983,0.13274336141592635,0
1.83,53ea38,0.03200000000000003,0.12857993622645525,0
1.766,53ea38,-0.06400000000000006,0.03528172331390615,0
1.96,53ea38,0.19399999999999995,0.08632960094891672,0
1.874,53ea38,-0.08599999999999985,0.07539761269429776,0
1.8,53ea38,-0.07400000000000007,0.07508661665036807,0
1.794,53ea38,-0.006000000000000005,0.07864604249419865,0
1.806,53ea38,0.01200000000000001,0.07105772301445731,0
1.86,53ea38,0.05400000000000005,0.03727197338482698,0
1.936,53ea38,0.07599999999999985,0.06017640733708936,0
1.834,53ea38,-0.10199999999999987,0.05644466316667444,0
1.8,53ea38,-0.03400000000000003,0.05511079749014105,0
1.8,53ea38,0.0,0.0562849891178752,0
1.834,53ea38,0.03400000000000003,0.05586770086552071,0
1.826,53ea38,-0.008000000000000007,0.017469974241514977,0
1.972,53ea38,0.1459999999999999,0.0718526269526684,0
1.794,53ea38,-0.17799999999999994,0.07286425735571127,0
1.9,53ea38,0.10599999999999987,0.07105772301445794,0
1.704,53ea38,-0.19599999999999995,0.1022604517885546,0
1.866,53ea38,0.16200000000000014,0.10253389683416574,0
1.766,53ea38,-0.10000000000000009,0.078396428490073,0
2.0,53ea38,0.23399999999999999,0.11574627423809096,0
1.766,53ea38,-0.23399999999999999,0.11597758404105171,0
1.958,53ea38,0.19199999999999995,0.10756951240941592,0
1.74,53ea38,-0.21799999999999997,0.12277621919573571,0
1.998,53ea38,0.258,0.12868100092865153,0
1.864,53ea38,-0.1339999999999999,0.11375939521639282,0
2.094,53ea38,0.22999999999999976,0.13486734222931734,0
1.836,53ea38,-0.2579999999999998,0.13966674622113767,0
1.828,53ea38,-0.008000000000000007,0.11719214990774665,0
1.734,53ea38,-0.09400000000000008,0.1338103135038532,0
1.828,53ea38,0.09400000000000008,0.1352553141285008,0
1.77,53ea38,-0.05800000000000005,0.04504664249418677,0
2.0,53ea38,0.22999999999999998,0.1021077861869469,0
1.734,53ea38,-0.266,0.11127084074455067,0
1.8,53ea38,0.06600000000000006,0.10314455875129444,0
1.766,53ea38,-0.03400000000000003,0.10657391800998571,0
1.794,53ea38,0.028000000000000025,0.10461930988110744,0
1.766,53ea38,-0.028000000000000025,0.02638181191652542,0
1.972,53ea38,0.20599999999999996,0.08661870467744938,0
1.766,53ea38,-0.20599999999999996,0.0898175929314472,0
1.798,53ea38,0.03200000000000003,0.08673638221645626,0
1.766,53ea38,-0.03200000000000003,0.08962588911692403,0
1.766,53ea38,0.0,0.08962588911692403,0
1.86,53ea38,0.09400000000000008,0.04088031311033526,0
1.908,53ea38,0.04799999999999982,0.06256836261241933,0
1.858,53ea38,-0.04999999999999982,0.06314111180521974,0
1.732,53ea38,-0.1260000000000001,0.07302876145738217,0
1.7380000000000002,53ea38,0.006000000000000227,0.07945564800565903,0
1.796,53ea38,0.05799999999999983,0.07633347889359636,0
1.8,53ea38,0.0040000000000000036,0.051702997978831156,0
1.966,53ea38,0.16599999999999993,0.0946509376604327,0
1.766,53ea38,-0.19999999999999996,0.08902359237864506,0
1.794,53ea38,0.028000000000000025,0.08029196721963672,0
1.802,53ea38,0.008000000000000007,0.07980476176268696,0
1.8,53ea38,-0.0020000000000000018,0.07980476176268696,0
1.866,53ea38,0.06600000000000006,0.036726012579629756,0
1.99,53ea38,0.12399999999999989,0.08335946257024063,0
1.866,53ea38,-0.12399999999999989,0.07716994233507901,0
1.706,53ea38,-0.16000000000000014,0.10398461424652843,0
1.832,53ea38,0.1260000000000001,0.10142977866484457,0
1.8,53ea38,-0.03200000000000003,0.10342726913149784,0
1.966,53ea38,0.16599999999999993,0.09485778829384152,0
1.966,53ea38,0.0,0.11224081254160337,0
1.86,53ea38,-0.10599999999999987,0.07710512304639355,0
1.872,53ea38,0.01200000000000001,0.0721747878417355,0
1.996,53ea38,0.12399999999999989,0.06162791575252022,0
2.124,53ea38,0.1280000000000001,0.1071298277791946,0
1.94,53ea38,-0.18400000000000016,0.10761412546687293,0
2.2,53ea38,0.26000000000000023,0.13406267191131258,0
2.032,53ea38,-0.16800000000000015,0.1036378309306038,0
1.966,53ea38,-0.06600000000000006,0.10888893424035519,0
1.998,53ea38,0.03200000000000003,0.10257290090467501,0
2.092,53ea38,0.09400000000000008,0.09227567393414375,0
1.934,53ea38,-0.15800000000000014,0.06104752247225231,0
2.364,53ea38,0.42999999999999994,0.174221697845017,0
1.898,53ea38,-0.46599999999999997,0.1866579759881703,0
2.032,53ea38,0.13400000000000012,0.18456977000581756,0
1.972,53ea38,-0.06000000000000005,0.18779243861242206,0
2.06,53ea38,0.08800000000000008,0.1782223330562149,0
1.97,53ea38,-0.09000000000000008,0.06282356245868369,0
2.198,53ea38,0.22799999999999998,0.0932030042434272,0
1.996,53ea38,-0.20199999999999996,0.09594373351084627,0
2.0,53ea38,0.0040000000000000036,0.09176709649978199,0
2.0,53ea38,0.0,0.09319442043384495,0
2.066,53ea38,0.06599999999999984,0.08668333173107917,0
1.93,53ea38,-0.1359999999999999,0.04811236847215237,0
2.198,53ea38,0.268,0.10115928034540517,0
2.06,53ea38,-0.1379999999999999,0.09894038609182962,0
1.972,53ea38,-0.08800000000000008,0.1032337154228225,0
1.926,53ea38,-0.04600000000000004,0.11454780661365907,0
2.006,53ea38,0.07999999999999985,0.10470339058502487,0
1.924,53ea38,-0.08199999999999985,0.05736549485535838,0
2.11,53ea38,0.18599999999999994,0.07649052228871349,0
1.93,53ea38,-0.17999999999999994,0.08081584003151951,0
1.958,53ea38,0.028000000000000025,0.07671245009775252,0
1.866,53ea38,-0.09199999999999986,0.09152486001081933,0
1.962,53ea38,0.09599999999999986,0.08959464269698328,0
1.67,53ea38,-0.29200000000000004,0.12202950462900296,0
2.028,53ea38,0.3580000000000001,0.13928101090959927,0
1.864,53ea38,-0.16399999999999992,0.1352405264704329,0
1.732,53ea38,-0.13200000000000012,0.15061606819990947,0
1.7619999999999998,53ea38,0.029999999999999805,0.1400185701969552,0
1.7719999999999998,53ea38,0.010000000000000009,0.12035281467418923,0
1.798,53ea38,0.026000000000000245,0.04978754864421017,0
2.024,53ea38,0.22599999999999998,0.11777436053742636,0
1.704,53ea38,-0.32000000000000006,0.12339367893048522,0
1.766,53ea38,0.062000000000000055,0.12300081300544186,0
1.7919999999999998,53ea38,0.0259999999999998,0.12166018247561394,0
1.806,53ea38,0.014000000000000234,0.12140345958826579,0
1.834,53ea38,0.028000000000000025,0.049262561849741225,0
1.934,53ea38,0.09999999999999987,0.0649676842745661,0
1.86,53ea38,-0.07399999999999984,0.0561177333825927,0
1.806,53ea38,-0.05400000000000005,0.05306599664568413,0
1.796,53ea38,-0.010000000000000009,0.05519057890618427,0
1.798,53ea38,0.0020000000000000018,0.059339700032943615,0
1.926,53ea38,0.1279999999999999,0.05615336143099293,0
1.904,53ea38,-0.02200000000000002,0.06357672530100734,0
1.8,53ea38,-0.10399999999999987,0.06456934257060191,0
1.798,53ea38,-0.0020000000000000018,0.06419657311726029,0
1.866,53ea38,0.06800000000000006,0.05866174221756279,0
1.828,53ea38,-0.038000000000000034,0.04548846007505338,0
1.87,53ea38,0.04200000000000004,0.03462369131100421,0
2.028,53ea38,0.15799999999999992,0.08889319434017372,0
1.8,53ea38,-0.22799999999999998,0.08844659405539533,0
1.798,53ea38,-0.0020000000000000018,0.0957559397635459,0
1.834,53ea38,0.03600000000000003,0.09521554494934027,0
1.928,53ea38,0.09399999999999986,0.0992713453117257,0
1.798,53ea38,-0.1299999999999999,0.05602499442213002,0
2.07,53ea38,0.2719999999999998,0.11598620607641191,0
1.67,53ea38,-0.3999999999999999,0.14945233353815457,0
1.892,53ea38,0.22199999999999998,0.14918042767065606,0
1.734,53ea38,-0.15799999999999992,0.15592049255950827,0
1.9,53ea38,0.16599999999999993,0.15689869342986817,0
1.834,53ea38,-0.06599999999999984,0.10086624807139188,0
2.158,53ea38,0.32399999999999984,0.1569037921785193,0
1.7719999999999998,53ea38,-0.3860000000000001,0.16791307274896697,0
1.828,53ea38,0.05600000000000027,0.15204867641646855,0
1.7719999999999998,53ea38,-0.05600000000000027,0.16215178074877823,0
1.866,53ea38,0.0940000000000003,0.16086391764469707,0
1.764,53ea38,-0.10200000000000009,0.044730302927652184,0
2.06,53ea38,0.29600000000000004,0.12041594578792203,0
1.672,53ea38,-0.3880000000000001,0.14733363499214855,0
1.832,53ea38,0.16000000000000014,0.14416379573249208,0
1.766,53ea38,-0.06600000000000006,0.1463666628710227,0
1.866,53ea38,0.10000000000000009,0.14390691435785738,0
1.832,53ea38,-0.03400000000000003,0.07703765313143641,0
2.1,53ea38,0.268,0.12864369397681275,0
1.766,53ea38,-0.3340000000000001,0.1377606620193145,0
1.8,53ea38,0.03400000000000003,0.13232233371581617,0
1.794,53ea38,-0.006000000000000005,0.13707953895457833,0
1.866,53ea38,0.07200000000000006,0.1362835279848588,0
1.706,53ea38,-0.16000000000000014,0.05800689614174708,0
2.6,53ea38,0.8940000000000001,0.3660180323426705,0
1.766,53ea38,-0.8340000000000001,0.36987132897806524,0
1.8,53ea38,0.03400000000000003,0.3692625082512442,0
1.86,53ea38,0.06000000000000005,0.36960357141131656,0
1.806,53ea38,-0.05400000000000005,0.35579038772850546,0
1.834,53ea38,0.028000000000000025,0.03562583332358251,0
1.962,53ea38,0.1279999999999999,0.06577841591281919,0
1.834,53ea38,-0.1279999999999999,0.06055741077688057,0
1.766,53ea38,-0.06800000000000006,0.07346291581471417,0
1.832,53ea38,0.06600000000000006,0.07130778358636455,0
1.832,53ea38,0.0,0.07139467767277753,0
1.8,53ea38,-0.03200000000000003,0.02975231083461669,0
1.966,53ea38,0.16599999999999993,0.07595524998313,0
1.828,53ea38,-0.1379999999999999,0.065336054365104,0
1.7380000000000002,53ea38,-0.08999999999999986,0.08340983155479771,0
1.826,53ea38,0.08799999999999986,0.08346735888956666,0
1.874,53ea38,0.04800000000000004,0.08302288841036425,0
1.7619999999999998,53ea38,-0.11200000000000032,0.05492540395845641,0
2.026,53ea38,0.264,0.11434684079588642,0
1.834,53ea38,-0.19199999999999973,0.09885747316212318,0
1.732,53ea38,-0.10200000000000009,0.11551969529045603,0
1.798,53ea38,0.06600000000000006,0.11584817650701165,0
1.834,53ea38,0.03600000000000003,0.10952260040740357,0
1.8,53ea38,-0.03400000000000003,0.04165093036175261,0
1.998,53ea38,0.19799999999999995,0.09967346688060842,0
1.794,53ea38,-0.20399999999999996,0.08712749279073632,0
1.77,53ea38,-0.02400000000000002,0.09166896966803859,0
1.798,53ea38,0.028000000000000025,0.09357350052231526,0
1.83,53ea38,0.03200000000000003,0.09195651146057994,0
1.858,53ea38,0.028000000000000025,0.03429285639895873,0
1.942,53ea38,0.08399999999999985,0.06612715024859143,0
1.828,53ea38,-0.11399999999999988,0.055019996364956796,0
1.7719999999999998,53ea38,-0.05600000000000027,0.06208059278067369,0
1.826,53ea38,0.05400000000000027,0.062363450834602076,0
1.868,53ea38,0.04200000000000004,0.06303332451965264,0
1.8,53ea38,-0.06800000000000006,0.035709942593060436,0
2.01,53ea38,0.20999999999999974,0.09347299075133886,0
1.8,53ea38,-0.20999999999999974,0.08791586887473674,0
1.862,53ea38,0.062000000000000055,0.08580209787645025,0
1.764,53ea38,-0.09800000000000009,0.09759713110537531,0
1.732,53ea38,-0.03200000000000003,0.1097943532245613,0
1.7719999999999998,53ea38,0.039999999999999813,0.04890807704254432,0
1.966,53ea38,0.19400000000000017,0.09521134386195625,0
1.828,53ea38,-0.1379999999999999,0.09256781298053675,0
1.7380000000000002,53ea38,-0.08999999999999986,0.09660848823990356,0
1.766,53ea38,0.027999999999999803,0.09102746838180018,0
1.832,53ea38,0.06600000000000006,0.08801136290275087,0
1.826,53ea38,-0.006000000000000005,0.043197222132904736,0
1.938,53ea38,0.11199999999999988,0.07704544113703073,0
1.826,53ea38,-0.11199999999999988,0.06226395425926464,0
1.7380000000000002,53ea38,-0.08799999999999986,0.07096477999683896,0
1.766,53ea38,0.027999999999999803,0.07685831119664072,0
1.956,53ea38,0.18999999999999995,0.09876841600430697,0
1.6980000000000002,53ea38,-0.2579999999999998,0.10045496503408642,0
1.998,53ea38,0.2999999999999998,0.1360852673877659,0
1.764,53ea38,-0.23399999999999999,0.13207119292260436,0
1.864,53ea38,0.10000000000000009,0.12615070352558447,0
1.732,53ea38,-0.13200000000000012,0.1214462844223718,0
1.77,53ea38,0.038000000000000034,0.1082164497661965,0
1.794,53ea38,0.02400000000000002,0.0494893928028974,0
1.936,53ea38,0.1419999999999999,0.08109993834769348,0
1.858,53ea38,-0.07799999999999985,0.08031189202104304,0
1.798,53ea38,-0.06000000000000005,0.06695670242776118,0
1.766,53ea38,-0.03200000000000003,0.06788814329468554,0
1.838,53ea38,0.07200000000000006,0.0647703635932346,0
1.866,53ea38,0.028000000000000025,0.04227528828996599,0
1.966,53ea38,0.09999999999999987,0.07675415298210149,0
1.798,53ea38,-0.16799999999999993,0.07675415298210149,0
1.798,53ea38,0.0,0.06930512246580241,0
1.828,53ea38,0.030000000000000027,0.06999428548102951,0
1.7719999999999998,53ea38,-0.05600000000000027,0.07727095185126019,0
1.83,53ea38,0.058000000000000274,0.02419090738272626,0
1.966,53ea38,0.1359999999999999,0.07500133332148051,0
1.798,53ea38,-0.16799999999999993,0.07500133332148051,0
1.7919999999999998,53ea38,-0.006000000000000227,0.07796665954111273,0
1.864,53ea38,0.07200000000000029,0.07092249290598777,0
1.706,53ea38,-0.15800000000000014,0.09667057463364821,0
1.866,53ea38,0.16000000000000014,0.06561402289144935,0
1.932,53ea38,0.06599999999999984,0.08610458756651584,0
1.834,53ea38,-0.09799999999999986,0.08322739933459318,0
1.8,53ea38,-0.03400000000000003,0.08361100406046897,0
1.8,53ea38,0.0,0.05516158083303881,0
1.768,53ea38,-0.03200000000000003,0.06327084636702554,0
1.79,53ea38,0.02200000000000002,0.02380756182391589,0
2.01,53ea38,0.21999999999999975,0.09947260929522143,0
1.76,53ea38,-0.24999999999999978,0.10433982940373117,0
1.806,53ea38,0.04600000000000004,0.10400576907075747,0
1.794,53ea38,-0.01200000000000001,0.10093562304756316,0
1.84,53ea38,0.04600000000000004,0.09817331613019821,0
1.826,53ea38,-0.014000000000000012,0.030873937228665847,0
1.974,53ea38,0.1479999999999999,0.07263607918933881,0
1.766,53ea38,-0.20799999999999996,0.08022468448052533,0
1.826,53ea38,0.06000000000000005,0.07684269646492038,0
1.672,53ea38,-0.15400000000000014,0.10994180278674565,0
1.86,53ea38,0.18800000000000017,0.11199464272901503,0
1.638,53ea38,-0.2220000000000002,0.09582692732212209,0
1.998,53ea38,0.3600000000000001,0.14671468910780402,0
1.766,53ea38,-0.23199999999999998,0.1463871579066945,0
1.8,53ea38,0.03400000000000003,0.13175279883175034,0
1.726,53ea38,-0.07400000000000007,0.1332696514589856,0
1.802,53ea38,0.07600000000000007,0.10505617544913627,0
1.766,53ea38,-0.03600000000000003,0.031112698372198416,0
2.09,53ea38,0.32399999999999984,0.14488340139574238,0
1.696,53ea38,-0.3939999999999999,0.15832877186411717,0
1.7380000000000002,53ea38,0.04200000000000026,0.1567060943294793,0
1.766,53ea38,0.027999999999999803,0.15846513812192137,0
1.832,53ea38,0.06600000000000006,0.15649536734357253,0
1.734,53ea38,-0.09800000000000009,0.05060829971456518,0
2.056,53ea38,0.32200000000000006,0.13485251202702797,0
1.7380000000000002,53ea38,-0.31799999999999984,0.13485251202702797,0
1.8,53ea38,0.06199999999999983,0.13194695904036505,0
1.828,53ea38,0.028000000000000025,0.13195908456790598,0
1.838,53ea38,0.010000000000000009,0.12050726119201238,0
1.766,53ea38,-0.07200000000000006,0.04197618372362493,0
1.964,53ea38,0.19799999999999995,0.07516116018263569,0
1.798,53ea38,-0.16599999999999993,0.07542678569314629,0
1.764,53ea38,-0.03400000000000003,0.08278888814327517,0
1.794,53ea38,0.030000000000000027,0.08352963545951618,0
1.866,53ea38,0.07200000000000006,0.08010742787032807,0
1.7380000000000002,53ea38,-0.1279999999999999,0.04799999999999458,0
1.932,53ea38,0.19399999999999973,0.07935489902961045,0
1.834,53ea38,-0.09799999999999986,0.07320655708336357,0
1.8,53ea38,-0.03400000000000003,0.07245688373094565,0
1.798,53ea38,-0.0020000000000000018,0.07132180592216991,0
1.834,53ea38,0.03600000000000003,0.0545417271453685,0
1.826,53ea38,-0.008000000000000007,0.018022208521700982,0
1.934,53ea38,0.10799999999999987,0.055720732227778735,0
1.806,53ea38,-0.1279999999999999,0.05474303608679216,0
1.794,53ea38,-0.01200000000000001,0.05552657021642723,0
1.834,53ea38,0.040000000000000036,0.05552657021642723,0
1.806,53ea38,-0.028000000000000025,0.05736898116578149,0
1.826,53ea38,0.020000000000000018,0.0163462533933506,0
1.942,53ea38,0.11599999999999988,0.058964396036929316,0
1.832,53ea38,-0.10999999999999988,0.05370288632838936,0
1.86,53ea38,0.028000000000000025,0.053265373367695004,0
1.74,53ea38,-0.1200000000000001,0.07256721022610588,0
1.926,53ea38,0.18599999999999994,0.08103085831953162,0
1.864,53ea38,-0.06199999999999983,0.06771115122341285,0
1.904,53ea38,0.039999999999999813,0.0719388629323539,0
1.926,53ea38,0.02200000000000002,0.07801281945936905,0
1.766,53ea38,-0.15999999999999992,0.06712078664616615,0
1.7719999999999998,53ea38,0.005999999999999783,0.07409993252358536,0
1.834,53ea38,0.06200000000000028,0.07353094586634834,0
1.764,53ea38,-0.07000000000000006,0.06981976797440397,0
2.03,53ea38,0.2659999999999998,0.1137769748235546,0
1.826,53ea38,-0.20399999999999974,0.10793145973255382,0
1.736,53ea38,-0.09000000000000008,0.11500434774389971,0
1.766,53ea38,0.030000000000000027,0.11952740271586128,0
1.834,53ea38,0.06800000000000006,0.11468565734214464,0
1.766,53ea38,-0.06800000000000006,0.04243583391426804,0
1.99,53ea38,0.22399999999999998,0.1024343692322047,0
1.7719999999999998,53ea38,-0.2180000000000002,0.09627460724406885,0
1.86,53ea38,0.0880000000000003,0.09074579880082548,0
1.7719999999999998,53ea38,-0.0880000000000003,0.09657121724406184,0
1.794,53ea38,0.02200000000000024,0.09251378275694838,0
1.8,53ea38,0.006000000000000005,0.036066605052312246,0
1.938,53ea38,0.1379999999999999,0.06723986912539165,0
1.768,53ea38,-0.16999999999999993,0.07044714330616686,0
1.802,53ea38,0.03400000000000003,0.06713270439956716,0
1.766,53ea38,-0.03600000000000003,0.0709450491577785,0
1.834,53ea38,0.06800000000000006,0.07080112993448394,0
1.832,53ea38,-0.0020000000000000018,0.0330272614668468,0
2.062,53ea38,0.22999999999999976,0.11668418916031438,0
1.672,53ea38,-0.3899999999999999,0.14392081155968992,0
1.794,53ea38,0.12200000000000011,0.1411708185143085,0
1.7380000000000002,53ea38,-0.05599999999999983,0.14833340823968022,0
1.834,53ea38,0.09599999999999986,0.14837789592793002,0
1.766,53ea38,-0.06800000000000006,0.061018030122243994,0
1.964,53ea38,0.19799999999999995,0.08838099343184386,0
1.766,53ea38,-0.19799999999999995,0.09121841919261467,0
1.826,53ea38,0.06000000000000005,0.08089004883173055,0
1.672,53ea38,-0.15400000000000014,0.1075416198501745,0
1.76,53ea38,0.08800000000000008,0.10803147689446552,0
1.84,53ea38,0.08000000000000007,0.06655223512399273,0
1.932,53ea38,0.09199999999999986,0.09682974749527906,0
1.866,53ea38,-0.06599999999999984,0.10047885349664164,0
1.8,53ea38,-0.06600000000000006,0.06545838372584363,0
1.926,53ea38,0.1259999999999999,0.05647300239937731,0
1.704,53ea38,-0.22199999999999998,0.0954924080751964,0
1.798,53ea38,0.09400000000000008,0.08319374976522932,0
1.958,53ea38,0.15999999999999992,0.10385181750937127,0
1.804,53ea38,-0.15399999999999991,0.10350845376103229,0
1.798,53ea38,-0.006000000000000005,0.09142647319020639,0
1.83,53ea38,0.03200000000000003,0.06859154466841931,0
1.834,53ea38,0.0040000000000000036,0.0652012269823186,0
1.832,53ea38,-0.0020000000000000018,0.01716974082505606,0
2.032,53ea38,0.19999999999999996,0.0944097452596924,0
1.89,53ea38,-0.14200000000000013,0.08668794610555829,0
1.8,53ea38,-0.08999999999999986,0.0921889364294877,0
1.806,53ea38,0.006000000000000005,0.09626006440887142,0
1.834,53ea38,0.028000000000000025,0.0960562335301571,0
1.866,53ea38,0.03200000000000003,0.038616058835667925,0
1.964,53ea38,0.09799999999999986,0.0668281377864137,0
1.86,53ea38,-0.10399999999999987,0.059715994507334454,0
1.7719999999999998,53ea38,-0.0880000000000003,0.06940605160935143,0
1.9,53ea38,0.1280000000000001,0.06969074544012331,0
1.832,53ea38,-0.06799999999999984,0.07208883408684044,0
1.8,53ea38,-0.03200000000000003,0.05007194823451282,0
2.022,53ea38,0.22199999999999975,0.09979579149443117,0
1.732,53ea38,-0.2899999999999998,0.11019618868182286,0
1.874,53ea38,0.14200000000000013,0.10826818553942735,0
1.766,53ea38,-0.1080000000000001,0.11512254340484214,0
1.866,53ea38,0.10000000000000009,0.11333137253205694,0
1.7,53ea38,-0.16600000000000015,0.07880862896916406,0
2.0,53ea38,0.30000000000000004,0.11456526524213093,0
